Jenis_Usaha,Provinsi ,Jenis_Ikan,Tahun,Volume_Produksi,Nilai_Produksi
BUDIDAYA,ACEH,BANDENG,2010,20454.80,272487686.0
BUDIDAYA,ACEH,BANDENG,2011,16746.80,251202000.0
BUDIDAYA,ACEH,BANDENG,2012,18492.30,295876800.0
BUDIDAYA,ACEH,BANDENG,2013,20530.0,315768921.0
BUDIDAYA,ACEH,BANDENG,2014,23914.10,373190273.0
BUDIDAYA,ACEH,BANDENG,2015,24930.750,393447645.0
BUDIDAYA,ACEH,BANDENG,2016,30537.0,586835465.0
BUDIDAYA,ACEH,BANDENG,2017,8708.840,147971866.0
BUDIDAYA,ACEH,BANDENG,2018,19805.320,441277765.0
BUDIDAYA,ACEH,BANDENG,2019,32723.140,630565000.0
BUDIDAYA,ACEH,BANDENG,2020,40259.880,849733071.0
BUDIDAYA,ACEH,BAWAL,2010,0.00,0.00
BUDIDAYA,ACEH,BAWAL,2011,0.00,0.00
BUDIDAYA,ACEH,BAWAL,2012,0.00,0.00
BUDIDAYA,ACEH,BAWAL,2013,42.30,1057074.0
BUDIDAYA,ACEH,BAWAL,2014,260.380,4741950.0
BUDIDAYA,ACEH,BAWAL,2015,151.190,2961504.0
BUDIDAYA,ACEH,BAWAL,2016,0.00,0.00
BUDIDAYA,ACEH,BAWAL,2019,24.610,740.488
BUDIDAYA,ACEH,BAWAL,2020,34.410,1038640.0
BUDIDAYA,ACEH,GABUS,2020,9.690,649.080
BUDIDAYA,ACEH,GURAME,2010,844.50,32205487.0
BUDIDAYA,ACEH,GURAME,2011,584.50,14612500.0
BUDIDAYA,ACEH,GURAME,2012,568.50,25582500.0
BUDIDAYA,ACEH,GURAME,2013,605.50,19617000.0
BUDIDAYA,ACEH,GURAME,2014,686.20,20462880.0
BUDIDAYA,ACEH,GURAME,2015,351.10,15035000.0
BUDIDAYA,ACEH,GURAME,2016,101.30,3788500.0
BUDIDAYA,ACEH,GURAME,2017,537.560,21502240.0
BUDIDAYA,ACEH,GURAME,2018,42.940,2108744.0
BUDIDAYA,ACEH,GURAME,2019,349.420,10177740.0
BUDIDAYA,ACEH,GURAMI,2020,577.410,20175405.0
BUDIDAYA,ACEH,KACI-KACI,2020,157.990,9847440.0
BUDIDAYA,ACEH,KAKAP,2010,105.550,3367639.0
BUDIDAYA,ACEH,KAKAP,2011,185.60,5568000.0
BUDIDAYA,ACEH,KAKAP,2012,240.80,8424500.0
BUDIDAYA,ACEH,KAKAP,2013,247.10,15699000.0
BUDIDAYA,ACEH,KAKAP,2014,131.40,8317500.0
BUDIDAYA,ACEH,KAKAP,2015,222.40,12851472.0
BUDIDAYA,ACEH,KAKAP,2016,305.150,16575785.0
BUDIDAYA,ACEH,KAKAP,2017,247.530,11902927.0
BUDIDAYA,ACEH,KAKAP,2018,654.670,42349360.0
BUDIDAYA,ACEH,KAKAP,2019,2622.910,148480295.0
BUDIDAYA,ACEH,KAKAP,2020,530.170,21588450.0
BUDIDAYA,ACEH,KEKERANGAN,2010,0.00,0.00
BUDIDAYA,ACEH,KEKERANGAN,2011,0.00,0.00
BUDIDAYA,ACEH,KEKERANGAN,2012,0.00,0.00
BUDIDAYA,ACEH,KEKERANGAN,2013,0.00,0.00
BUDIDAYA,ACEH,KEKERANGAN,2014,0.00,0.00
BUDIDAYA,ACEH,KEKERANGAN,2015,0.00,0.00
BUDIDAYA,ACEH,KEKERANGAN,2016,0.00,0.00
BUDIDAYA,ACEH,KEKERANGAN,2017,2.950,29540.0
BUDIDAYA,ACEH,KEKERANGAN,2018,.30,3400.0
BUDIDAYA,ACEH,KEKERANGAN,2019,480.0,9600000.0
BUDIDAYA,ACEH,KEPITING,2020,.870,60900.0
BUDIDAYA,ACEH,KERANG,2020,186.610,1306270.0
BUDIDAYA,ACEH,KERAPU,2010,1278.50,83420798.0
BUDIDAYA,ACEH,KERAPU,2011,1129.50,56900700.0
BUDIDAYA,ACEH,KERAPU,2012,682.60,35495200.0
BUDIDAYA,ACEH,KERAPU,2013,1431.10,85387916.0
BUDIDAYA,ACEH,KERAPU,2014,1063.20,58361800.0
BUDIDAYA,ACEH,KERAPU,2015,968.70,48945701.0
BUDIDAYA,ACEH,KERAPU,2016,1167.720,68046440.0
BUDIDAYA,ACEH,KERAPU,2017,258.750,35445021.0
BUDIDAYA,ACEH,KERAPU,2018,1354.890,54894750.0
BUDIDAYA,ACEH,KERAPU,2019,1389.510,75086700.0
BUDIDAYA,ACEH,KERAPU,2020,282.970,18105375.0
BUDIDAYA,ACEH,KUWE,2020,2.980,115500.0
BUDIDAYA,ACEH,LAINNYA,2010,5661.60,124611350.0
BUDIDAYA,ACEH,LAINNYA,2011,668.450,15806793.0
BUDIDAYA,ACEH,LAINNYA,2012,2043.30,30640500.0
BUDIDAYA,ACEH,LAINNYA,2013,1858.80,31971327.0
BUDIDAYA,ACEH,LAINNYA,2014,1481.070,55784625.0
BUDIDAYA,ACEH,LAINNYA,2015,1335.90,43267499.0
BUDIDAYA,ACEH,LAINNYA,2016,583.430,13529487.0
BUDIDAYA,ACEH,LAINNYA,2017,8326.620,260740075.0
BUDIDAYA,ACEH,LAINNYA,2018,918.850,33440630.0
BUDIDAYA,ACEH,LAINNYA,2019,210.370,7616975.0
BUDIDAYA,ACEH,LELE,2010,7465.90,168973271.0
BUDIDAYA,ACEH,LELE,2011,1606.10,28106750.0
BUDIDAYA,ACEH,LELE,2012,3360.470,60488460.0
BUDIDAYA,ACEH,LELE,2013,3069.20,65353949.0
BUDIDAYA,ACEH,LELE,2014,5920.90,112596324.0
BUDIDAYA,ACEH,LELE,2015,5135.80,100956336.0
BUDIDAYA,ACEH,LELE,2016,6795.720,141062806.0
BUDIDAYA,ACEH,LELE,2017,13140.860,228256808.0
BUDIDAYA,ACEH,LELE,2018,10997.020,253219473.0
BUDIDAYA,ACEH,LELE,2019,12779.50,208199782.0
BUDIDAYA,ACEH,LELE,2020,11634.890,228997377.0
BUDIDAYA,ACEH,LOBSTER,2013,1.50,319200.0
BUDIDAYA,ACEH,LOBSTER,2014,11.60,3231500.0
BUDIDAYA,ACEH,LOBSTER,2015,8.20,2353000.0
BUDIDAYA,ACEH,LOBSTER,2016,7.840,1960000.0
BUDIDAYA,ACEH,LOBSTER,2018,.320,86600.0
BUDIDAYA,ACEH,LOBSTER,2019,1.980,310140.0
BUDIDAYA,ACEH,LOBSTER,2020,1.870,177125.0
BUDIDAYA,ACEH,MAS,2010,3886.830,101546239.0
BUDIDAYA,ACEH,MAS,2011,4075.70,74078500.0
BUDIDAYA,ACEH,MAS,2012,4806.840,91329960.0
BUDIDAYA,ACEH,MAS,2013,5885.60,114948447.0
BUDIDAYA,ACEH,MAS,2014,6945.20,154706195.0
BUDIDAYA,ACEH,MAS,2015,8062.110,177688517.0
BUDIDAYA,ACEH,MAS,2016,8504.880,210069191.0
BUDIDAYA,ACEH,MAS,2017,6346.560,162916144.0
BUDIDAYA,ACEH,MAS,2018,8778.590,203322168.0
BUDIDAYA,ACEH,MAS,2019,8307.230,222138383.0
BUDIDAYA,ACEH,MAS,2020,11784.290,290442565.0
BUDIDAYA,ACEH,MUJAIR,2020,257.530,5944428.0
BUDIDAYA,ACEH,NILA,2010,2611.310,55538044.0
BUDIDAYA,ACEH,NILA,2011,4279.60,71353800.0
BUDIDAYA,ACEH,NILA,2012,4914.460,78631360.0
BUDIDAYA,ACEH,NILA,2013,5905.90,113282060.0
BUDIDAYA,ACEH,NILA,2014,8103.80,157926741.0
BUDIDAYA,ACEH,NILA,2015,9372.260,196786311.0
BUDIDAYA,ACEH,NILA,2016,10982.180,259536551.0
BUDIDAYA,ACEH,NILA,2017,28058.20,614362282.0
BUDIDAYA,ACEH,NILA,2018,16293.890,404729976.0
BUDIDAYA,ACEH,NILA,2019,16604.070,388134016.0
BUDIDAYA,ACEH,NILA,2020,17259.220,415915658.0
BUDIDAYA,ACEH,PATIN,2010,.010,500.0
BUDIDAYA,ACEH,PATIN,2011,135.10,2566900.0
BUDIDAYA,ACEH,PATIN,2012,1.630,47270.0
BUDIDAYA,ACEH,PATIN,2013,0.00,0.00
BUDIDAYA,ACEH,PATIN,2014,6.70,202.750
BUDIDAYA,ACEH,PATIN,2015,54.10,1525232.0
BUDIDAYA,ACEH,PATIN,2016,617.180,16691640.0
BUDIDAYA,ACEH,PATIN,2017,143.030,3575675.0
BUDIDAYA,ACEH,PATIN,2018,382.390,10087054.0
BUDIDAYA,ACEH,PATIN,2019,204.450,5515105.0
BUDIDAYA,ACEH,PATIN,2020,23.340,743300.0
BUDIDAYA,ACEH,RUMPUT LAUT,2010,0.00,0.00
BUDIDAYA,ACEH,RUMPUT LAUT,2011,.0,.0
BUDIDAYA,ACEH,RUMPUT LAUT,2012,.0,.0
BUDIDAYA,ACEH,RUMPUT LAUT,2013,20.10,162.80
BUDIDAYA,ACEH,RUMPUT LAUT,2014,.0,.0
BUDIDAYA,ACEH,RUMPUT LAUT,2015,.0,.0
BUDIDAYA,ACEH,RUMPUT LAUT,2016,28.0,39.520
BUDIDAYA,ACEH,SIDAT,2020,.620,47.010
BUDIDAYA,ACEH,UDANG,2010,6159.70,330525121.0
BUDIDAYA,ACEH,UDANG,2011,5039.80,302388000.0
BUDIDAYA,ACEH,UDANG,2012,6446.10,329170100.0
BUDIDAYA,ACEH,UDANG,2013,7611.80,492438513.0
BUDIDAYA,ACEH,UDANG,2014,10299.0,652474510.0
BUDIDAYA,ACEH,UDANG,2015,13489.460,857474192.0
BUDIDAYA,ACEH,UDANG,2016,22119.280,1657886738.0
BUDIDAYA,ACEH,UDANG,2017,33767.90,2275872055.0
BUDIDAYA,ACEH,UDANG,2018,45017.260,3093865485.0
BUDIDAYA,ACEH,UDANG,2019,40596.340,2690791530.0
BUDIDAYA,ACEH,UDANG,2020,55659.730,3955959880.0
BUDIDAYA,BALI,BANDENG,2010,108.0,2249700.0
BUDIDAYA,BALI,BANDENG,2011,190.90,3818000.0
BUDIDAYA,BALI,BANDENG,2012,228.150,3992625.0
BUDIDAYA,BALI,BANDENG,2013,71.20,1339325.0
BUDIDAYA,BALI,BANDENG,2014,142.20,2194000.0
BUDIDAYA,BALI,BANDENG,2015,36.70,587.0
BUDIDAYA,BALI,BANDENG,2016,.50,7.50
BUDIDAYA,BALI,BANDENG,2017,185.0,3143284.0
BUDIDAYA,BALI,BANDENG,2019,18.910,378.140
BUDIDAYA,BALI,BAWAL,2010,.0,.0
BUDIDAYA,BALI,BAWAL,2011,.0,.0
BUDIDAYA,BALI,BAWAL,2012,.0,.0
BUDIDAYA,BALI,BAWAL,2013,455.40,9096800.0
BUDIDAYA,BALI,BAWAL,2014,485.80,11413720.0
BUDIDAYA,BALI,BAWAL,2015,257.790,7041050.0
BUDIDAYA,BALI,BAWAL,2016,122.910,2973850.0
BUDIDAYA,BALI,BAWAL,2019,49.420,1176240.0
BUDIDAYA,BALI,BAWAL,2020,66.520,1731830.0
BUDIDAYA,BALI,GURAME,2010,233.60,6710994.0
BUDIDAYA,BALI,GURAME,2011,254.0,7620000.0
BUDIDAYA,BALI,GURAME,2012,533.350,19733950.0
BUDIDAYA,BALI,GURAME,2013,710.0,23161270.0
BUDIDAYA,BALI,GURAME,2014,1138.780,28884940.0
BUDIDAYA,BALI,GURAME,2015,481.310,13786800.0
BUDIDAYA,BALI,GURAME,2016,545.250,17762446.0
BUDIDAYA,BALI,GURAME,2018,10394.030,282136182.0
BUDIDAYA,BALI,GURAME,2019,763.570,24345666.0
BUDIDAYA,BALI,GURAMI,2020,833.530,27130968.0
BUDIDAYA,BALI,KAKAP,2010,2.0,80.0
BUDIDAYA,BALI,KAKAP,2011,24.0,960.0
BUDIDAYA,BALI,KAKAP,2012,165.30,7438500.0
BUDIDAYA,BALI,KAKAP,2013,279.60,10394000.0
BUDIDAYA,BALI,KAKAP,2014,285.50,14559100.0
BUDIDAYA,BALI,KAKAP,2015,405.030,19383900.0
BUDIDAYA,BALI,KAKAP,2016,652.60,29884100.0
BUDIDAYA,BALI,KAKAP,2017,632.340,30407334.0
BUDIDAYA,BALI,KAKAP,2018,580.950,23238008.0
BUDIDAYA,BALI,KAKAP,2019,475.40,24223550.0
BUDIDAYA,BALI,KAKAP,2020,299.950,19328090.0
BUDIDAYA,BALI,KEKERANGAN,2010,72.0,5796080.0
BUDIDAYA,BALI,KEKERANGAN,2011,.0,.0
BUDIDAYA,BALI,KEKERANGAN,2012,.0,.0
BUDIDAYA,BALI,KEKERANGAN,2013,4.20,463.870
BUDIDAYA,BALI,KEKERANGAN,2014,.0,.0
BUDIDAYA,BALI,KEKERANGAN,2015,2.160,237.60
BUDIDAYA,BALI,KEKERANGAN,2016,5.50,825.0
BUDIDAYA,BALI,KERAPU,2010,61.70,3821000.0
BUDIDAYA,BALI,KERAPU,2011,135.90,9565457.0
BUDIDAYA,BALI,KERAPU,2012,262.20,30997500.0
BUDIDAYA,BALI,KERAPU,2013,295.90,20474355.0
BUDIDAYA,BALI,KERAPU,2014,280.70,18263500.0
BUDIDAYA,BALI,KERAPU,2015,293.050,19128750.0
BUDIDAYA,BALI,KERAPU,2016,195.620,12869300.0
BUDIDAYA,BALI,KERAPU,2018,275.990,25543683.0
BUDIDAYA,BALI,KERAPU,2019,395.880,35615320.0
BUDIDAYA,BALI,KERAPU,2020,235.740,21246600.0
BUDIDAYA,BALI,LAINNYA,2010,478.80,3491614.0
BUDIDAYA,BALI,LAINNYA,2011,2275.0,25930349.0
BUDIDAYA,BALI,LAINNYA,2012,585.20,6632357.0
BUDIDAYA,BALI,LAINNYA,2013,69.90,988.352
BUDIDAYA,BALI,LAINNYA,2014,57.40,620.080
BUDIDAYA,BALI,LAINNYA,2015,15.0,180.150
BUDIDAYA,BALI,LAINNYA,2016,148.060,4493900.0
BUDIDAYA,BALI,LAINNYA,2017,21.080,632.340
BUDIDAYA,BALI,LAINNYA,2018,47.760,1397360.0
BUDIDAYA,BALI,LAINNYA,2019,5.060,133.120
BUDIDAYA,BALI,LELE,2010,557.80,9666696.0
BUDIDAYA,BALI,LELE,2011,1689.950,18589450.0
BUDIDAYA,BALI,LELE,2012,1664.930,47450505.0
BUDIDAYA,BALI,LELE,2013,2586.60,32710690.0
BUDIDAYA,BALI,LELE,2014,2717.890,36928512.0
BUDIDAYA,BALI,LELE,2015,2182.290,32974600.0
BUDIDAYA,BALI,LELE,2016,2422.260,38499816.0
BUDIDAYA,BALI,LELE,2017,5563.820,96643553.0
BUDIDAYA,BALI,LELE,2018,3256.890,54093233.0
BUDIDAYA,BALI,LELE,2019,3324.430,57672398.0
BUDIDAYA,BALI,LELE,2020,3091.60,55067092.0
BUDIDAYA,BALI,LOBSTER,2013,.70,211.0
BUDIDAYA,BALI,LOBSTER,2014,2.0,452.0
BUDIDAYA,BALI,LOBSTER,2015,1.50,231.50
BUDIDAYA,BALI,LOBSTER,2016,6.080,790.40
BUDIDAYA,BALI,MAS,2010,793.0,19270713.0
BUDIDAYA,BALI,MAS,2011,2519.340,62983500.0
BUDIDAYA,BALI,MAS,2012,1777.10,34653450.0
BUDIDAYA,BALI,MAS,2013,1918.130,43573380.0
BUDIDAYA,BALI,MAS,2014,2147.110,52697090.0
BUDIDAYA,BALI,MAS,2015,1746.560,46495800.0
BUDIDAYA,BALI,MAS,2016,2310.610,63348050.0
BUDIDAYA,BALI,MAS,2017,50.370,1293024.0
BUDIDAYA,BALI,MAS,2018,338.410,12949489.0
BUDIDAYA,BALI,MAS,2019,562.510,21232580.0
BUDIDAYA,BALI,MAS,2020,427.170,18492030.0
BUDIDAYA,BALI,NILA,2010,2290.60,35952168.0
BUDIDAYA,BALI,NILA,2011,2762.220,55244400.0
BUDIDAYA,BALI,NILA,2012,3935.330,98338250.0
BUDIDAYA,BALI,NILA,2013,5847.10,103443270.0
BUDIDAYA,BALI,NILA,2014,6957.50,145467772.0
BUDIDAYA,BALI,NILA,2015,6469.440,141629358.0
BUDIDAYA,BALI,NILA,2016,5805.070,128863440.0
BUDIDAYA,BALI,NILA,2017,5208.320,114041331.0
BUDIDAYA,BALI,NILA,2018,5992.550,147209786.0
BUDIDAYA,BALI,NILA,2019,5707.330,153432351.0
BUDIDAYA,BALI,NILA,2020,6017.750,165406871.0
BUDIDAYA,BALI,PATIN,2010,132.50,1469648.0
BUDIDAYA,BALI,PATIN,2011,278.50,3342000.0
BUDIDAYA,BALI,PATIN,2012,50.520,1010400.0
BUDIDAYA,BALI,PATIN,2013,349.20,5829894.0
BUDIDAYA,BALI,PATIN,2014,73.080,981.470
BUDIDAYA,BALI,PATIN,2015,38.060,574.580
BUDIDAYA,BALI,PATIN,2016,55.970,1231350.0
BUDIDAYA,BALI,PATIN,2018,123.440,3603608.0
BUDIDAYA,BALI,PATIN,2019,103.910,2450842.0
BUDIDAYA,BALI,PATIN,2020,131.870,3336800.0
BUDIDAYA,BALI,RUMPUT LAUT,2010,99480.60,135814542.0
BUDIDAYA,BALI,RUMPUT LAUT,2011,106398.0,372393000.0
BUDIDAYA,BALI,RUMPUT LAUT,2012,144168.40,360421000.0
BUDIDAYA,BALI,RUMPUT LAUT,2013,145597.150,175011750.0
BUDIDAYA,BALI,RUMPUT LAUT,2014,84336.30,139559891.0
BUDIDAYA,BALI,RUMPUT LAUT,2015,107209.10,129820029.0
BUDIDAYA,BALI,RUMPUT LAUT,2016,100855.960,93211949.0
BUDIDAYA,BALI,RUMPUT LAUT,2017,597.710,896.565
BUDIDAYA,BALI,RUMPUT LAUT,2018,1067.520,6545308.0
BUDIDAYA,BALI,RUMPUT LAUT,2019,849.660,1284726.0
BUDIDAYA,BALI,RUMPUT LAUT,2020,17145.340,32158964.0
BUDIDAYA,BALI,UDANG,2010,3284.20,140960249.0
BUDIDAYA,BALI,UDANG,2011,2843.0,93357000.0
BUDIDAYA,BALI,UDANG,2012,2531.30,101271500.0
BUDIDAYA,BALI,UDANG,2013,3380.30,156829930.0
BUDIDAYA,BALI,UDANG,2014,3841.350,238793450.0
BUDIDAYA,BALI,UDANG,2015,3483.790,174389530.0
BUDIDAYA,BALI,UDANG,2016,5446.550,308694960.0
BUDIDAYA,BALI,UDANG,2017,5277.090,316625520.0
BUDIDAYA,BALI,UDANG,2018,3586.990,247931774.0
BUDIDAYA,BALI,UDANG,2019,4154.670,250184218.0
BUDIDAYA,BALI,UDANG,2020,3612.760,187891638.0
BUDIDAYA,BANTEN,BANDENG,2010,11071.0,82781877.0
BUDIDAYA,BANTEN,BANDENG,2011,9542.740,124055620.0
BUDIDAYA,BANTEN,BANDENG,2012,8739.460,239161200.0
BUDIDAYA,BANTEN,BANDENG,2013,10997.10,171425024.0
BUDIDAYA,BANTEN,BANDENG,2014,11141.620,174132000.0
BUDIDAYA,BANTEN,BANDENG,2015,10637.650,185663300.0
BUDIDAYA,BANTEN,BANDENG,2016,11022.170,192940140.0
BUDIDAYA,BANTEN,BANDENG,2017,25074.420,426039538.0
BUDIDAYA,BANTEN,BANDENG,2018,12585.470,223895037.0
BUDIDAYA,BANTEN,BANDENG,2019,12456.430,231674802.0
BUDIDAYA,BANTEN,BANDENG,2020,12117.750,230454470.0
BUDIDAYA,BANTEN,BAWAL,2010,.0,.0
BUDIDAYA,BANTEN,BAWAL,2011,.0,.0
BUDIDAYA,BANTEN,BAWAL,2012,.0,.0
BUDIDAYA,BANTEN,BAWAL,2013,17.60,224.550
BUDIDAYA,BANTEN,BAWAL,2014,23.50,423.0
BUDIDAYA,BANTEN,BAWAL,2015,25.70,453.0
BUDIDAYA,BANTEN,BAWAL,2016,26.360,423.0
BUDIDAYA,BANTEN,BAWAL,2019,52.470,1181050.0
BUDIDAYA,BANTEN,BAWAL,2020,28.0,604.980
BUDIDAYA,BANTEN,BELANAK,2020,215.990,4319860.0
BUDIDAYA,BANTEN,GURAME,2010,289.520,7704647.0
BUDIDAYA,BANTEN,GURAME,2011,334.850,10380350.0
BUDIDAYA,BANTEN,GURAME,2012,358.810,9999320.0
BUDIDAYA,BANTEN,GURAME,2013,353.850,9947150.0
BUDIDAYA,BANTEN,GURAME,2014,338.820,11084800.0
BUDIDAYA,BANTEN,GURAME,2015,316.450,10500800.0
BUDIDAYA,BANTEN,GURAME,2016,296.10,9399350.0
BUDIDAYA,BANTEN,GURAME,2017,464.030,18561000.0
BUDIDAYA,BANTEN,GURAME,2018,862.350,30305424.0
BUDIDAYA,BANTEN,GURAME,2019,414.180,17776165.0
BUDIDAYA,BANTEN,GURAMI,2020,372.310,16296515.0
BUDIDAYA,BANTEN,KAKAP,2010,0.00,0.00
BUDIDAYA,BANTEN,KAKAP,2011,0.00,0.00
BUDIDAYA,BANTEN,KAKAP,2012,0.00,0.00
BUDIDAYA,BANTEN,KAKAP,2013,3.20,192.0
BUDIDAYA,BANTEN,KAKAP,2014,0.00,0.00
BUDIDAYA,BANTEN,KAKAP,2015,3.70,185.0
BUDIDAYA,BANTEN,KAKAP,2016,2.0,90.0
BUDIDAYA,BANTEN,KAKAP,2017,.260,12.695
BUDIDAYA,BANTEN,KAKAP,2018,2.260,101.655
BUDIDAYA,BANTEN,KAKAP,2019,7.530,376.50
BUDIDAYA,BANTEN,KAKAP,2020,8.210,369.540
BUDIDAYA,BANTEN,KEKERANGAN,2010,2586.150,25050160.0
BUDIDAYA,BANTEN,KEKERANGAN,2011,2997.090,29030638.0
BUDIDAYA,BANTEN,KEKERANGAN,2012,3538.590,9147530.0
BUDIDAYA,BANTEN,KEKERANGAN,2013,4258.240,9137114.0
BUDIDAYA,BANTEN,KEKERANGAN,2014,5430.080,12407150.0
BUDIDAYA,BANTEN,KEKERANGAN,2015,5906.670,16633900.0
BUDIDAYA,BANTEN,KEKERANGAN,2016,5346.530,14175900.0
BUDIDAYA,BANTEN,KEKERANGAN,2017,5906.840,59068430.0
BUDIDAYA,BANTEN,KEKERANGAN,2018,7950.370,17642549.0
BUDIDAYA,BANTEN,KEKERANGAN,2019,1035.170,7153600.0
BUDIDAYA,BANTEN,KERANG,2020,757.570,5930800.0
BUDIDAYA,BANTEN,KERAPU,2010,28.0,3197200.0
BUDIDAYA,BANTEN,KERAPU,2011,18.760,2814000.0
BUDIDAYA,BANTEN,KERAPU,2012,16.060,2771800.0
BUDIDAYA,BANTEN,KERAPU,2013,27.330,3969600.0
BUDIDAYA,BANTEN,KERAPU,2014,28.220,3909000.0
BUDIDAYA,BANTEN,KERAPU,2015,26.150,3278000.0
BUDIDAYA,BANTEN,KERAPU,2016,22.90,2535000.0
BUDIDAYA,BANTEN,KERAPU,2017,111.770,15311250.0
BUDIDAYA,BANTEN,KERAPU,2018,88.870,8726713.0
BUDIDAYA,BANTEN,KERAPU,2019,38.180,3508600.0
BUDIDAYA,BANTEN,KERAPU,2020,26.760,1204245.0
BUDIDAYA,BANTEN,LAINNYA,2010,4959.530,83302941.0
BUDIDAYA,BANTEN,LAINNYA,2011,6860.410,99591732.0
BUDIDAYA,BANTEN,LAINNYA,2012,6657.970,62503400.0
BUDIDAYA,BANTEN,LAINNYA,2013,6859.360,65813561.0
BUDIDAYA,BANTEN,LAINNYA,2014,5314.790,48753300.0
BUDIDAYA,BANTEN,LAINNYA,2015,4956.770,49738000.0
BUDIDAYA,BANTEN,LAINNYA,2016,6824.420,104238800.0
BUDIDAYA,BANTEN,LAINNYA,2017,1258.940,18386772.0
BUDIDAYA,BANTEN,LAINNYA,2018,5768.780,88725897.0
BUDIDAYA,BANTEN,LAINNYA,2019,3837.90,40522680.0
BUDIDAYA,BANTEN,LELE,2010,5554.340,55960034.0
BUDIDAYA,BANTEN,LELE,2011,7230.670,75922035.0
BUDIDAYA,BANTEN,LELE,2012,8323.610,92680900.0
BUDIDAYA,BANTEN,LELE,2013,9667.770,131497179.0
BUDIDAYA,BANTEN,LELE,2014,10261.460,166440666.0
BUDIDAYA,BANTEN,LELE,2015,10216.270,174318772.0
BUDIDAYA,BANTEN,LELE,2016,9274.480,151431698.0
BUDIDAYA,BANTEN,LELE,2017,40239.880,698966663.0
BUDIDAYA,BANTEN,LELE,2018,13875.210,239688913.0
BUDIDAYA,BANTEN,LELE,2019,14116.990,261568933.0
BUDIDAYA,BANTEN,LELE,2020,15247.890,292506002.0
BUDIDAYA,BANTEN,LOBSTER,2013,.0,.0
BUDIDAYA,BANTEN,LOBSTER,2014,.0,.0
BUDIDAYA,BANTEN,LOBSTER,2015,.0,.0
BUDIDAYA,BANTEN,LOBSTER,2016,.0,.0
BUDIDAYA,BANTEN,LOBSTER,2020,18.20,1820000.0
BUDIDAYA,BANTEN,MAS,2010,6077.490,115487789.0
BUDIDAYA,BANTEN,MAS,2011,4487.0,78522500.0
BUDIDAYA,BANTEN,MAS,2012,4737.670,85966940.0
BUDIDAYA,BANTEN,MAS,2013,4466.010,84761658.0
BUDIDAYA,BANTEN,MAS,2014,4484.910,110086660.0
BUDIDAYA,BANTEN,MAS,2015,4207.560,97572105.0
BUDIDAYA,BANTEN,MAS,2016,3327.790,79713760.0
BUDIDAYA,BANTEN,MAS,2017,278.240,7142395.0
BUDIDAYA,BANTEN,MAS,2018,4024.380,108393169.0
BUDIDAYA,BANTEN,MAS,2019,5389.580,176463303.0
BUDIDAYA,BANTEN,MAS,2020,4479.540,140784635.0
BUDIDAYA,BANTEN,MUJAIR,2020,3764.230,45388745.0
BUDIDAYA,BANTEN,NILA,2010,2062.0,23533271.0
BUDIDAYA,BANTEN,NILA,2011,3157.630,34733930.0
BUDIDAYA,BANTEN,NILA,2012,3936.440,43624450.0
BUDIDAYA,BANTEN,NILA,2013,3475.720,57550220.0
BUDIDAYA,BANTEN,NILA,2014,3793.760,78115487.0
BUDIDAYA,BANTEN,NILA,2015,3361.670,68956668.0
BUDIDAYA,BANTEN,NILA,2016,3090.340,61235400.0
BUDIDAYA,BANTEN,NILA,2017,689.130,15089125.0
BUDIDAYA,BANTEN,NILA,2018,3172.730,70305062.0
BUDIDAYA,BANTEN,NILA,2019,5744.640,182461575.0
BUDIDAYA,BANTEN,NILA,2020,6266.940,204108469.0
BUDIDAYA,BANTEN,PATIN,2010,421.50,4978675.0
BUDIDAYA,BANTEN,PATIN,2011,217.0,3255000.0
BUDIDAYA,BANTEN,PATIN,2012,131.380,1851920.0
BUDIDAYA,BANTEN,PATIN,2013,110.610,1780700.0
BUDIDAYA,BANTEN,PATIN,2014,113.660,1838080.0
BUDIDAYA,BANTEN,PATIN,2015,109.70,1789900.0
BUDIDAYA,BANTEN,PATIN,2016,79.10,1178600.0
BUDIDAYA,BANTEN,PATIN,2017,681.110,17027650.0
BUDIDAYA,BANTEN,PATIN,2018,122.320,2133407.0
BUDIDAYA,BANTEN,PATIN,2019,799.030,18837692.0
BUDIDAYA,BANTEN,PATIN,2020,810.490,19686072.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2010,52425.50,83439460.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2011,55240.0,66582722.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2012,49110.170,73510230.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2013,56287.940,84149240.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2014,61317.950,91736670.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2015,62604.140,97367170.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2016,65881.860,122785730.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2017,64501.160,96751743.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2018,70666.90,143729132.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2019,70592.680,108953824.0
BUDIDAYA,BANTEN,RUMPUT LAUT,2020,70554.980,108363772.0
BUDIDAYA,BANTEN,TAWES,2020,.10,3.0
BUDIDAYA,BANTEN,UDANG,2010,1301.730,44534992.0
